File Name,Phone Number,Message,Time,Date
20201028_225157000_iOS.png,+1 (334) 679-4225,"It's Martha McSally. I'm hoursaway from one of the biggestdeadlines of 2020! There's aserious chance | come up short.Felician, help me: got-us.com/koq", 4:34 PM, Oct 15
20201028_225218000_iOS.png,+1 (986) 202-1256,"Are you ignoring us, Felician?The critical deadline is tonight! IfDy= Ta atsM aR msXor- eS UALS VAL Come ale)Senate. Only you can stop them.6X: trump-team.com/869", 7:28 AM, Oct 15
20201028_225225000_iOS.png,+1 (331) 888-5934,"It's Martha McSally. I'm hoursaway from one of the biggestdeadlines of 2020! There's aserious chance | come up short.Felician, help me: got-us.com/koq", 7:23 AM, Oct 15
20201028_225231000_iOS.png,+1 (737) 253-8732,"It's Donald Trump Jr. If eachConservative reading this gives$27 right now, we can lock downkey states & win for Trump,Felician! 6x-match reps20.com/sOw", 1:13 PM, Oct 14
20201028_225250000_iOS.png,+1 (208) 684-2955,"Felician, we are falling short ofour mid-month goal! This goal iscrucial to defend our GOPgovernors! 7X match active now:now-20.com/g67ka ® *", 8:23 AM, Oct 14
20201028_225256000_iOS.png,+1 (725) 228-5458,"It's Martha. Felician, if | misstomorrow's deadline, ourchances of keep Arizona red andfilling this vacancy are injeopardy. Chip in: got-us.com/veela ® *", 7:31 AM, Oct 14
20201028_225304000_iOS.png,+1 (678) 806-6690,"It's Donald Trump Jr. Thesituation is dire, Felician. If everygrassroots supporter gives $20now we'll catch up to the Dems!6X-match trump-team.com/01b", 12:18 PM, Oct 13
20201028_225310000_iOS.png,+1 (267) 551-8444,"The South Carolina Senate racewas just moved to toss-up. If welose, the GOP Senate Majority isgone. Fight back Felician:uwinus.com/d4b Stop=end", 11:01 AM, Oct 13
20201028_225321000_iOS.png,+1 (984) 422-1937,"It's Martha. Felician, I'll bebrutally honest. The deadline isin 2 days, & I'll miss this criticalgoal if you don't help. Pleasechip in: got-us.com/xgd", 7:31 AM, Oct 13
20201028_225327000_iOS.png,+1 (443) 262-7907,"5X-match activeRove, Gingrich & Lewandowski.Felician, they texted & youignored. Step up or the Demswill take control: trump-team.com/5na", 6:16 PM, Oct 12
20201028_225359000_iOS.png,+1 (878) 313-6233,"Felician, it's Martha. The lastmid-month deadline is in 3 days.If every Patriot who get thischips in $38, we can reach thisgoal. Help: got-us.com/pdx", 7:35 AM, Oct 12
20201028_225409000_iOS.png,+1 (276) 529-8170,"Felician, Mitch & Trump need allpatriots to chip in $35 to defendour Senate Majority. Gifts will be5x matched through midnight:notdem.com/e8y  ", 6:05 PM, Oct 11
20201028_225643000_iOS.png,+1 (743) 203-5919,"Felician, Warning: Your TrumpState Defender 500% matchaccess expires in one hour! Useit now: repsme.com/6iia ® *", 12:56 PM, Oct 11
20201028_225649000_iOS.png,+1 (618) 415-0827,"Urgent: Trump needs patriotslike you, Felician, to getRepublican governors elected!Let's win this! 5X match active:g0-20.com/o5m", 7:13 AM, Oct 11
20201028_225654000_iOS.png,+1 (618) 415-0827,"Urgent: Trump needs patriotslike you, Felician, to getRepublican governors elected!Let's win this! 5X match active:g0-20.com/o5m", 7:13 AM, Oct 11
20201028_225657000_iOS.png,+1 (854) 227-0018,"Felician, you haven't addedyourself to the Trump StateDefender October list yet! Geton the list and receive anexclusive 5X match:repsme.com/47142 ", 2:07 PM, Oct 10
20201028_225702000_iOS.png,+1 (857) 419-0768,"It's Martha. VP Pence was hereyesterday & we failed to hit ourgoal! We just need 4 morePatriots to chip in! Can you help,Felician? win-20.com/8gpw", 7:31 AM, Oct 9
20201028_225709000_iOS.png,+1 (339) 214-0968,"Alert: We activated a 6X matchto defend Trump's agenda - but,Felician, you failed to accept it.For every $1, we'll match it w/ $6for 1 hr: now-20.com/ikeg", 6:59 PM, Oct 8
20201028_225713000_iOS.png,+1 (419) 904-0453,"Felician, we tried to reach you 3times! You have one hour leftbefore exclusive America First500% matching offer expires:now-20.com/mbja ® *", 5:17 PM, Oct 8
20201028_225717000_iOS.png,+1 (685) 513-0072,"Felician, final notice: Your TrumpState Defender 4X matchaccess has been extended until11:59 PM: now-20.com/o2ge", 4:11 PM, Oct 8
20201028_225721000_iOS.png,+1 (813) 219-8498,"Breaking: New Maine US SenPoll (Bangor Daily News): SaraGideon (D) 44%, Sen SusanCollins (R) 43%. Felician, helpSusan break through & wingo-20.com/6e7o", 5:43 PM, Oct 7
20201028_225726000_iOS.png,+1 (657) 366-2456,Felician President Trump islosing allies! Trump needsRepublican governors to win bigin this election. Donate today tohelp: go-20.com/v9f5, 9:21AM, Oct 7
20201028_225729000_iOS.png,+1 (570) 672-7736,"It's Martha McSally again.Felician, Mark Kelly will stop usfrom filling this vacancy if youdon't stand with me now. Can |count on you? now-20.com/eq6y", 6:35 PM, Oct 6
20201028_225733000_iOS.png,+1 (844) 646-8554,This is your final notice: YourTrump State Defender 4X matchaccess has been extended:now-20.com/w1fo stop=enda ® *, 10:14 AM, Oct 6
20201028_225736000_iOS.png,+1 (319) 302-9875,"Breaking: lowa's Senate seatnamed on the top 10 most likelyto flip this November! Help JoniErnst fight back, Felician! Give$10 now: win-20.com/dx7", 8:27 AM, Oct 6
20201028_225803000_iOS.png,+1 (925) 725-7727,"| face off with Mark Kelly in 2days, Felician! If he turns AZblue, he'll be sworn in & blockTrump's Nominee. Become aDebate Donor: go-20.com/5cg7", 1:09 PM, Oct 4
20201028_225814000_iOS.png,+1 (866) 782-4589,There won't be any moreextensions after this! Yourexclusive Trump State Defender400% match access EXPIRES at11:59 PM: go-20.com/erdyStop=End, 11:16 AM, Oct 4
20201028_225819000_iOS.png,+1 (484) 444-8775,"Felician, it's Susan. Maine willdecide the future of the Senate.Will you chip in $10 to help mewin & keep the Republicanmajority? win-20.com/42r", 8:23 AM, Oct 4
20201028_225825000_iOS.png,+1 (888) 975-3097,Join State Republicans inwishing President Trump aspeedy recovery! Sign the GetWell Soon card TODAY --&gt;Reply Stop2End go-20.com/Smiq, 3:34 PM, Oct 3
20201028_225828000_iOS.png,+1 (888) 975-3097,Join State Republicans inwishing President Trump aspeedy recovery! Sign the GetWell Soon card TODAY --&gt;Reply Stop2End go-20.com/Smiq, 3:34 PM, Oct 3
20201028_225831000_iOS.png,+1 (251) 418-9226,"It's Martha. I'll be blunt, Felician.We can't fill this Supreme CourtSYe¥- MAY (er-] AOA VA PA0) al MUU ealSblue! I'm counting on you! Helpgo-20.com/jk4u", 1:12 PM, Oct 3
20201028_225834000_iOS.png,+1 (251) 418-9226,"It's Martha. I'll be blunt, Felician.We can't fill this Supreme CourtSYe¥- MAY (er-] AOA VA PA0) al MUU ealSblue! I'm counting on you! Helpgo-20.com/jk4u", 1:12 PM, Oct 3
20201028_225837000_iOS.png,+1 (860) 903-8710,"Final Warning: Your deadline tosupport Trump with a 500%match ends in moments,Felician. Do not let Pelosi andBiden take over: now-20.com/emv7", 9:16 AM, Oct 3
20201028_225840000_iOS.png,+1 (716) 463-5466,"This is Steve Scalise. | need togive you some critical news, butit won't all fit in this text, Felician.Use this secure link to read it:now-20.com/qu8na ® *", 4:06 PM, Oct 2
20201028_225843000_iOS.png,+1 (844) 854-9539,ALERT: Pres. Trump & First LadyMelania Trump tested positivefor COVID. Send them your bestwishes by signing their Get Wellcard patriotnew.com/lq1fStop2End, 3:16 PM, Oct 2
20201028_225846000_iOS.png,+1 (844) 854-9539,ALERT: Pres. Trump & First LadyMelania Trump tested positivefor COVID. Send them your bestwishes by signing their Get Wellcard patriotnew.com/lq1fStop2End, 3:16 PM, Oct 2
20201028_225848000_iOS.png,+1 (675) 728-0078,"It's Martha McSally. | barelymissed a critical goal.Felician,this is my final chance. Theextension ends at midnight!Please help: now-20.com/5mmi", 8:07 AM, Oct 2
20201028_225933000_iOS.png,POST ce cyl el oon,Is this correct? With ElectionDay one month away youhaven't activated Mitch's 5Xmatch offer? There's no time towaste. 5X now-20.com/cl9rReply Stop2End, 4:47 PM, Oct 3
20201028_225938000_iOS.png,+1 (888) 975-3097,Join State Republicans inwishing President Trump aspeedy recovery! Sign the GetWell Soon card TODAY --&gt;Reply Stop2End go-20.com/Smiq, 3:34 PM, Oct 3
20201028_225944000_iOS.png,+1 (251) 418-9226,"It's Martha. I'll be blunt, Felician.We can't fill this Supreme CourtSYe¥- MAY (er-] AOA VA PA0) al MUU ealSblue! I'm counting on you! Helpgo-20.com/jk4u", 1:12 PM, Oct 3
20201028_225948000_iOS.png,+1 (860) 903-8710,"Final Warning: Your deadline tosupport Trump with a 500%match ends in moments,Felician. Do not let Pelosi andBiden take over: now-20.com/emv7", 9:16 AM, Oct 3
20201028_225952000_iOS.png,+1 (716) 463-5466,"This is Steve Scalise. | need togive you some critical news, butit won't all fit in this text, Felician.Use this secure link to read it:now-20.com/qu8na ® *", 4:06 PM, Oct 2
20201028_225955000_iOS.png,+1 (844) 854-9539,ALERT: Pres. Trump & First LadyMelania Trump tested positivefor COVID. Send them your bestwishes by signing their Get Wellcard patriotnew.com/lq1fStop2End, 3:16 PM, Oct 2
20201028_225959000_iOS.png,+1 (877) 527-7489,Are you IGNORING SenateRepublicans? We reached outabout Mitch's EXTENDEDdeadline & you FAILED torespond. 5X Match HERE: ReplyStop2End go-20.com/y1mo, 10:35 AM, Oct 2
20201028_230003000_iOS.png,+1 (675) 728-0078,"It's Martha McSally. | barelymissed a critical goal.Felician,this is my final chance. Theextension ends at midnight!Please help: now-20.com/5mmi", 8:07 AM, Oct 2
20201028_230008000_iOS.png,+1 (530) 435-8842,"Felician, It's Mitch McConnell.I'm asking you personally to helpkeep Georgia red by chipping in$25. Don't let us down:now-20.com/w4u", 3:32 PM, Oct 1
20201028_230016000_iOS.png,+1 (717) 897-0230,"Felician, Maine is tied eventhough we're being outspent5-1. If we raise $100,000 bymidnight we can break thiselection wide open. Give:go-20.com/cujx", 7:18 AM, Oct 1
20201028_230019000_iOS.png,+1 (860) 390-9775,"Hi Felician, It's Martha McSally.The biggest deadline I've everfaced is tonight & I'm in seriousneed of your help. Rush anyamount: go-20.com/4ix4", 6:09 PM, Sep 30
20201028_230023000_iOS.png,+1 (877) 745-9388,This is Mitch. Time is RUNNINGOUT & we're SHORT of our goal.The deadline is TONIGHT &Trump is counting on us toHELP. 5X Match ASAP:go-20.com/hfa, 10:27 AM, Sep 30
20201028_230026000_iOS.png,+1 (208) 494-1536,"GOP Alert: The deadline todefend CO and our SenateMajority is today, Felician! Chipin to access 5X Match now!go-20.com/9tv", 10:25 AM, Sep 30
20201028_230037000_iOS.png,+1 (844) 834-5572,It's Tim Scott. We're coming upon the most important deadlineyet & are SHORT of goal. Time isalmost up - | need YOU! 6X, 3:01 PM, Sep 29
20201028_230041000_iOS.png,+1 (336) 850-8408,"It's Martha. Felician, I'm 1 dayaway from the biggest deadlineof 2020. Trump's Nominee won'tget confirmed if AZ turns blue.Help: now-20.com/06e33 ", 8:20 AM, Sep 29
20201028_230045000_iOS.png,+1 (833) 582-4537,PLEASE don't ignore this.Trump's State Allies need yourhelp today. 5X matching is activeuntil Wednesday's critical 11:59PM deadline: go-20.com/rg7, 3:40 PM, Sep 28
20201028_230048000_iOS.png,+1 (717) 931-1635,"Felician, it's Tim Scott. Thebiggest deadline of 2020 is in 2days! Martha is short of her goal& needs your immediatesupport. Give: us-20.com/2Gkqknb", 3:39 PM, Sep 28
20201028_230053000_iOS.png,+1 (855) 755-7459,Mitch McConnell here. We havea CRITICAL 11:59PM deadline. Ifwe FAIL today we'll LOSE theSenate. I'm counting on YOU.500% Match NOW: us-20.com/30du55}, 11:25 AM, Sep 28
20201028_230057000_iOS.png,+1 (470) 280-8641,"Hey, Felician, it's Cory Gardner.The DC political machine iscoming after anyone whosupports the Constitution.Emergency 5X Match for 1 HR:us-20.com/33x", 10:28 AM, Sep 28
20201028_230106000_iOS.png,+1 (877) 583-4507,Newt Gingrich here. Republicansneed to hold 4 SEATS to saveboth the Senate AND Trump'sSupreme Court nominee. 500%MATCH HERE: hitp://teamtrump.co/3cQ, 3:26 PM, Sep 27
20201028_230112000_iOS.png,+1 (314) 690-0680,"You have thirty minutes left,Felician. We've texted eighttimes. Won't you stand withPresident Trump? Last chancefor 5x-matched funds:us-20.com/3ieMZ1S", 2:32 PM, Sep 27
20201028_230116000_iOS.png,+1 (855) 824-5905,Trump chose his Supreme Courtnominee yesterday! Now hisState Allies need YOUR HELP todefend his nominee in thestates! 700% MATCH ACTIVE:us-20.com/3i7, 9:55 AM, Sep 27
20201028_230121000_iOS.png,+1 (859) 966-7120,"It's Martha. Felician, I'm 3 daysaway from the biggest deadlineof 2020. Judge Barrett won't getconfirmed if AZ turns blue. Help:us-20.com/3kOyhjF", 8:34 AM, Sep 27
20201028_230130000_iOS.png,Peay a Cy Voy as,"Breaking News: Pres. Trump justannounced his Supreme CourtNominee! Are you ready to fillthis seat, Felician? Chip in now:us-20.com/3354Una", 4:06 PM, Sep 26
20201028_230133000_iOS.png,+1 (866) 679-3206,[URGENT DEADLINE TODAY]We need help from Trump StateDefenders like you! Exclusive 5xmatch access today only:us-20.com/3ie2t6h, 12:48 PM, Sep 26
20201028_230136000_iOS.png,+1 (716) 916-2235,"Felician, Pres. Trump is naminghis Nominee today! We need 541Patriots to step up before theannouncement & help us fill thisseat: us-20.com/3i3zaTL", 11:24 AM, Sep 26
20201028_230141000_iOS.png,+1 (877) 357-9385,FINAL CHANCE: TrumpANNOUNCES his SupremeCourt nominee TONIGHT. We're5X MATCHING all gifts for 1HOUR. You can help shapehistory HERE us-20.com/3697gmQ, 10:29 AM, Sep 26
20201028_230145000_iOS.png,POST ScY as,You're still missing from theEmergency Supreme CourtFund. We know you care aboutconfirming Trump's nominee.Don't let us down! hittp://teamtrump.co/P, 2:31 PM, Sep 25
20201028_230152000_iOS.png,+1 (888) 699-8361,Trump is announcing hisSupreme Court nomineeTOMORROW! For one HOUR allTrump State Defenders will be7X MATCHED to make history:us-20.com/3i1AG8L, 10:39 AM, Sep 25
20201028_230158000_iOS.png,+1 (670) 623-8291,"Mitch McConnell here, Felician.Cory Gardner is the key vote togetting a new justice on theSupreme Court! Chip in now tohelp him win CO! us-20.com/32Z8tvb", 3:59 PM, Sep 24
20201028_230206000_iOS.png,+1 (855) 983-6600,It's Senator Blackburn. Notenough patriots have steppedup & Trump's State Majoritiesare at risk. Can you help?us-20.com/362c7q4 , 10:44 AM, Sep 24
20201028_230210000_iOS.png,+1 (877) 276-2353,We tried to reach you 4x. This isyour FINAL NOTICE about thedeadline to protect Trump'sState Majorities. 6X matching isactive: us-20.com/3cu06 , 12:41 PM, Sep 23
20201028_230213000_iOS.png,+1 (316) 830-9378,"Felician, AZ's Senate race is nowmore critical! If Mark Kelly wins,he'll be sworn in immediately &block Trump's Nominee.Support Martha us-20.com/eieK Reis", 12:30 PM, Sep 23
20201028_230218000_iOS.png,+1 (844) 596-2353,Trump's State Allies need you!Dems raised $20 MILLION onFriday so they can STEAL thenext Supreme Court seat. 5Xmatch to fight back: us-20.com/3ckPZbx, 2:39 PM, Sep 21
20201028_230224000_iOS.png,Pay WAY el 1o,"My friend Felician, you nowqualify for foods stamps: getstarted here, at no cost:7f8a9.com/frjNlpdLsA ", 11:13 AM, Sep 21
